posteam,yardline_100,game_seconds_remaining,qtr,down,ydstogo,play_type,score_differential
,,7.0,4,,0,no_play,
CLE,49.0,7.0,4,2.0,10,pass,-4.0
CLE,,0.0,4,,0,,-4.0
,,3600.0,1,,0,,
NE,35.0,3600.0,1,,0,kickoff,0.0
NE,70.0,3594.0,1,1.0,10,pass,0.0
NE,55.0,3555.0,1,1.0,10,run,0.0
NE,57.0,3520.0,1,2.0,12,pass,0.0
NE,52.0,3479.0,1,3.0,7,pass,0.0
NE,54.0,3446.0,1,4.0,9,punt,0.0
BUF,86.0,3438.0,1,1.0,10,no_play,0.0
BUF,93.0,3415.0,1,1.0,17,pass,0.0
BUF,78.0,3372.0,1,2.0,2,run,0.0
BUF,73.0,3333.0,1,1.0,10,run,0.0
BUF,71.0,3294.0,1,2.0,8,pass,0.0
BUF,67.0,3252.0,1,3.0,4,pass,0.0
BUF,47.0,3205.0,1,1.0,10,run,0.0
NE,47.0,3201.0,1,1.0,10,pass,0.0
BUF,62.0,3191.0,1,1.0,10,pass,0.0
BUF,42.0,3153.0,1,1.0,10,run,0.0
BUF,37.0,3115.0,1,2.0,5,no_play,0.0
BUF,42.0,3093.0,1,2.0,10,pass,0.0
BUF,42.0,3089.0,1,3.0,10,pass,0.0
BUF,42.0,3084.0,1,4.0,10,punt,0.0
NE,80.0,3077.0,1,1.0,10,run,0.0
NE,72.0,3041.0,1,2.0,2,run,0.0
NE,67.0,3007.0,1,1.0,10,run,0.0
NE,65.0,2968.0,1,2.0,8,pass,0.0
NE,65.0,2964.0,1,3.0,8,pass,0.0
NE,57.0,2929.0,1,1.0,10,run,0.0
NE,50.0,2889.0,1,2.0,3,run,0.0
NE,50.0,2849.0,1,3.0,3,pass,0.0
NE,50.0,2844.0,1,4.0,3,punt,0.0
BUF,86.0,2837.0,1,1.0,10,no_play,0.0
BUF,93.0,2814.0,1,1.0,17,pass,0.0
NE,11.0,2804.0,1,1.0,10,run,0.0
NE,12.0,2768.0,1,2.0,11,pass,0.0
NE,12.0,2764.0,1,3.0,11,pass,0.0
NE,12.0,2759.0,1,4.0,11,field_goal,0.0
BUF,35.0,2756.0,1,,0,kickoff,-3.0
BUF,67.0,2750.0,1,1.0,10,run,-3.0
BUF,64.0,2710.0,1,2.0,7,no_play,-3.0
BUF,,2700.0,1,,0,,-3.0
BUF,69.0,2700.0,2,2.0,12,pass,-3.0
BUF,56.0,2663.0,2,1.0,10,run,-3.0
BUF,52.0,2623.0,2,2.0,6,pass,-3.0
BUF,29.0,2580.0,2,1.0,10,run,-3.0
BUF,26.0,2539.0,2,2.0,7,pass,-3.0
BUF,20.0,2514.0,2,3.0,1,run,-3.0
BUF,17.0,2477.0,2,1.0,10,run,-3.0
BUF,11.0,2438.0,2,2.0,4,run,-3.0
BUF,10.0,2395.0,2,3.0,3,pass,-3.0
BUF,13.0,2377.0,2,4.0,6,field_goal,-3.0
NE,35.0,2374.0,2,,0,kickoff,0.0
NE,72.0,2367.0,2,1.0,10,pass,0.0
NE,68.0,2335.0,2,2.0,6,pass,0.0
NE,54.0,2297.0,2,1.0,10,pass,0.0
NE,50.0,2259.0,2,2.0,6,pass,0.0
NE,52.0,2217.0,2,3.0,8,no_play,0.0
NE,52.0,2199.0,2,3.0,8,pass,0.0
NE,52.0,2194.0,2,4.0,8,punt,0.0
BUF,90.0,2184.0,2,1.0,10,run,0.0
BUF,87.0,2142.0,2,2.0,7,run,0.0
,,2100.0,2,,0,no_play,
BUF,68.0,2100.0,2,1.0,10,no_play,0.0
BUF,78.0,2075.0,2,1.0,20,run,0.0
BUF,68.0,2034.0,2,2.0,10,run,0.0
BUF,65.0,1996.0,2,3.0,7,pass,0.0
BUF,73.0,1952.0,2,4.0,15,punt,0.0
NE,70.0,1942.0,2,1.0,10,run,0.0
NE,57.0,1920.0,2,1.0,10,run,0.0
NE,54.0,1884.0,2,2.0,7,run,0.0
NE,36.0,1878.0,2,1.0,10,no_play,0.0
NE,51.0,1871.0,2,1.0,25,pass,0.0
NE,41.0,1865.0,2,2.0,15,pass,0.0
,,1853.0,2,,0,no_play,
NE,19.0,1853.0,2,1.0,10,run,0.0
,,1846.0,2,,0,no_play,
NE,16.0,1846.0,2,2.0,7,run,0.0
,,1837.0,2,,0,no_play,
NE,7.0,1837.0,2,1.0,7,run,0.0
,,1818.0,2,,0,no_play,
NE,7.0,1818.0,2,2.0,7,pass,0.0
NE,7.0,1810.0,2,3.0,7,no_play,0.0
NE,12.0,1810.0,2,3.0,12,no_play,0.0
NE,1.0,1804.0,2,1.0,1,pass,0.0
NE,1.0,1801.0,2,2.0,1,field_goal,0.0
,,1800.0,2,,0,,
BUF,35.0,1800.0,3,,0,kickoff,-3.0
BUF,71.0,1793.0,3,1.0,10,run,-3.0
BUF,65.0,1757.0,3,2.0,4,pass,-3.0
BUF,45.0,1718.0,3,1.0,10,run,-3.0
BUF,36.0,1673.0,3,2.0,1,run,-3.0
BUF,33.0,1637.0,3,1.0,10,run,-3.0
BUF,32.0,1596.0,3,2.0,9,no_play,-3.0
BUF,27.0,1588.0,3,2.0,4,pass,-3.0
BUF,21.0,1551.0,3,1.0,10,pass,-3.0
BUF,14.0,1511.0,3,2.0,3,pass,-3.0
BUF,6.0,1472.0,3,1.0,6,pass,-3.0
BUF,6.0,1464.0,3,2.0,6,pass,-3.0
BUF,15.0,1461.0,3,,0,extra_point,3.0
NE,35.0,1461.0,3,,0,kickoff,-4.0
NE,74.0,1454.0,3,1.0,10,pass,-4.0
NE,58.0,1413.0,3,1.0,10,pass,-4.0
NE,42.0,1378.0,3,1.0,10,no_play,-4.0
NE,37.0,1370.0,3,1.0,10,run,-4.0
NE,36.0,1335.0,3,2.0,9,pass,-4.0
NE,4.0,1298.0,3,1.0,4,run,-4.0
NE,15.0,1294.0,3,,0,extra_point,2.0
BUF,35.0,1294.0,3,,0,kickoff,-3.0
BUF,71.0,1288.0,3,1.0,10,run,-3.0
BUF,71.0,1243.0,3,2.0,10,pass,-3.0
BUF,38.0,1217.0,3,1.0,10,pass,-3.0
BUF,38.0,1213.0,3,2.0,10,run,-3.0
BUF,33.0,1176.0,3,3.0,5,pass,-3.0
BUF,16.0,1142.0,3,1.0,10,run,-3.0
BUF,9.0,1102.0,3,2.0,3,no_play,-3.0
BUF,19.0,1078.0,3,2.0,13,pass,-3.0
NE,90.0,1073.0,3,1.0,10,run,3.0
NE,89.0,1035.0,3,2.0,9,pass,3.0
NE,87.0,993.0,3,3.0,7,pass,3.0
NE,77.0,961.0,3,1.0,10,pass,3.0
NE,77.0,957.0,3,2.0,10,pass,3.0
NE,70.0,918.0,3,3.0,3,pass,3.0
NE,,900.0,3,,0,,3.0
NE,59.0,900.0,4,1.0,10,pass,3.0
NE,35.0,857.0,4,1.0,10,pass,3.0
NE,36.0,819.0,4,2.0,11,pass,3.0
NE,6.0,772.0,4,1.0,6,run,3.0
NE,7.0,734.0,4,2.0,7,run,3.0
NE,15.0,730.0,4,,0,extra_point,9.0
BUF,35.0,730.0,4,,0,kickoff,-10.0
BUF,74.0,723.0,4,1.0,10,pass,-10.0
BUF,51.0,678.0,4,1.0,10,no_play,-10.0
BUF,36.0,667.0,4,1.0,10,run,-10.0
BUF,25.0,650.0,4,1.0,10,run,-10.0
BUF,22.0,609.0,4,2.0,7,pass,-10.0
BUF,14.0,565.0,4,1.0,10,run,-10.0
BUF,6.0,521.0,4,2.0,2,run,-10.0
BUF,5.0,501.0,4,3.0,1,run,-10.0
BUF,2.0,460.0,4,1.0,2,pass,-10.0
BUF,15.0,457.0,4,,0,extra_point,-4.0
NE,35.0,457.0,4,,0,kickoff,3.0
NE,76.0,451.0,4,1.0,10,pass,3.0
NE,70.0,415.0,4,2.0,4,run,3.0
NE,67.0,382.0,4,3.0,1,no_play,3.0
NE,71.0,382.0,4,3.0,5,pass,3.0
NE,73.0,361.0,4,4.0,7,punt,3.0
BUF,80.0,352.0,4,1.0,10,run,-3.0
BUF,76.0,311.0,4,2.0,6,no_play,-3.0
BUF,57.0,301.0,4,1.0,10,run,-3.0
BUF,53.0,292.0,4,2.0,6,pass,-3.0
BUF,53.0,287.0,4,3.0,6,pass,-3.0
BUF,40.0,249.0,4,1.0,10,run,-3.0
BUF,39.0,209.0,4,2.0,9,pass,-3.0
BUF,27.0,166.0,4,1.0,10,pass,-3.0
BUF,27.0,163.0,4,2.0,10,pass,-3.0
BUF,27.0,151.0,4,3.0,10,pass,-3.0
BUF,27.0,141.0,4,4.0,10,field_goal,-3.0
NE,35.0,137.0,4,,0,kickoff,0.0
NE,71.0,132.0,4,1.0,10,pass,0.0
NE,59.0,120.0,4,1.0,10,run,0.0
NE,58.0,85.0,4,2.0,9,pass,0.0
,,78.0,4,,0,no_play,
NE,39.0,78.0,4,1.0,10,run,0.0
,,73.0,4,,0,no_play,
NE,34.0,73.0,4,2.0,5,run,0.0
,,67.0,4,,0,no_play,
NE,34.0,67.0,4,3.0,5,pass,0.0
,,20.0,4,,0,no_play,
NE,34.0,20.0,4,4.0,5,field_goal,0.0
BUF,35.0,15.0,4,,0,kickoff,-3.0
,,8.0,4,,0,no_play,
BUF,82.0,8.0,4,1.0,10,pass,-3.0
BUF,,0.0,4,,0,,-3.0
,,3600.0,1,,0,,
NO,35.0,3600.0,1,,0,kickoff,0.0
NO,91.0,3595.0,1,1.0,10,pass,0.0
NO,91.0,3590.0,1,2.0,10,run,0.0
NO,87.0,3550.0,1,3.0,6,no_play,0.0
NO,92.0,3537.0,1,3.0,11,pass,0.0
NO,92.0,3531.0,1,4.0,11,punt,0.0
NYG,59.0,3519.0,1,1.0,10,pass,0.0
NYG,54.0,3491.0,1,2.0,5,pass,0.0
NYG,40.0,3452.0,1,1.0,10,run,0.0
NYG,34.0,3420.0,1,2.0,4,run,0.0
NYG,30.0,3374.0,1,1.0,10,pass,0.0
NYG,24.0,3334.0,1,2.0,4,run,0.0
NYG,22.0,3294.0,1,3.0,2,no_play,0.0
NYG,19.0,3291.0,1,1.0,10,pass,0.0
NYG,1.0,3278.0,1,1.0,1,pass,0.0
NYG,15.0,3274.0,1,,0,extra_point,6.0
NO,35.0,3274.0,1,,0,kickoff,-7.0
NO,80.0,3273.0,1,1.0,10,no_play,-7.0
NO,85.0,3252.0,1,1.0,15,run,-7.0
NO,74.0,3215.0,1,2.0,4,run,-7.0
NO,75.0,3176.0,1,3.0,5,no_play,-7.0
NO,50.0,3167.0,1,1.0,10,run,-7.0
NO,48.0,3128.0,1,2.0,8,pass,-7.0
NO,41.0,3092.0,1,3.0,1,run,-7.0
NO,39.0,3056.0,1,1.0,10,pass,-7.0
NO,33.0,3018.0,1,2.0,4,run,-7.0
NO,32.0,2979.0,1,3.0,3,pass,-7.0
NO,23.0,2953.0,1,1.0,10,run,-7.0
NO,21.0,2919.0,1,2.0,8,pass,-7.0
NO,12.0,2884.0,1,1.0,10,run,-7.0
NO,16.0,2848.0,1,2.0,14,pass,-7.0
NO,16.0,2843.0,1,3.0,14,pass,-7.0
NO,10.0,2804.0,1,4.0,8,field_goal,-7.0
NYG,35.0,2800.0,1,,0,kickoff,4.0
NYG,70.0,2794.0,1,1.0,10,pass,4.0
NYG,62.0,2767.0,1,2.0,2,run,4.0
NYG,53.0,2739.0,1,1.0,10,pass,4.0
NYG,53.0,2733.0,1,2.0,10,run,4.0
NYG,,2700.0,1,,0,,4.0
NYG,33.0,2700.0,2,1.0,10,pass,4.0
NYG,17.0,2660.0,2,1.0,10,run,4.0
NYG,16.0,2627.0,2,2.0,9,run,4.0
NYG,15.0,2586.0,2,3.0,8,pass,4.0
NYG,15.0,2581.0,2,,0,extra_point,10.0
NO,35.0,2581.0,2,,0,kickoff,-11.0
NO,84.0,2574.0,2,1.0,10,run,-11.0
NO,86.0,2537.0,2,2.0,12,pass,-11.0
NO,76.0,2508.0,2,3.0,2,pass,-11.0
NO,69.0,2487.0,2,1.0,10,pass,-11.0
NO,54.0,2465.0,2,1.0,10,run,-11.0
NO,44.0,2429.0,2,1.0,10,run,-11.0
NO,38.0,2391.0,2,2.0,4,run,-11.0
NO,35.0,2359.0,2,3.0,1,run,-11.0
NO,33.0,2314.0,2,1.0,10,pass,-11.0
NO,35.0,2274.0,2,2.0,12,pass,-11.0
NO,35.0,2270.0,2,3.0,12,pass,-11.0
NO,35.0,2266.0,2,4.0,12,field_goal,-11.0
NYG,35.0,2261.0,2,,0,kickoff,8.0
NYG,65.0,2261.0,2,1.0,10,pass,8.0
NYG,65.0,2254.0,2,2.0,10,run,8.0
NYG,54.0,2213.0,2,1.0,10,pass,8.0
NYG,54.0,2210.0,2,2.0,10,run,8.0
NYG,52.0,2174.0,2,3.0,8,pass,8.0
NYG,48.0,2134.0,2,4.0,4,punt,8.0
NO,87.0,2127.0,2,1.0,10,pass,-8.0
NO,15.0,2116.0,2,,0,extra_point,-2.0
NYG,35.0,2116.0,2,,0,kickoff,1.0
NYG,73.0,2109.0,2,1.0,10,run,1.0
NYG,65.0,2080.0,2,2.0,2,run,1.0
NYG,60.0,2043.0,2,1.0,10,run,1.0
NYG,54.0,2009.0,2,2.0,4,run,1.0
NYG,52.0,1970.0,2,3.0,2,pass,1.0
NYG,52.0,1962.0,2,4.0,2,no_play,1.0
NYG,57.0,1962.0,2,4.0,7,punt,1.0
NO,83.0,1952.0,2,1.0,10,run,-1.0
NO,80.0,1920.0,2,2.0,7,no_play,-1.0
NO,61.0,1915.0,2,1.0,10,no_play,-1.0
NO,45.0,1910.0,2,1.0,10,pass,-1.0
NO,33.0,1903.0,2,1.0,10,pass,-1.0
NO,33.0,1900.0,2,2.0,10,run,-1.0
,,1895.0,2,,0,no_play,
NO,36.0,1895.0,2,3.0,13,pass,-1.0
,,1890.0,2,,0,no_play,
NO,34.0,1890.0,2,4.0,11,field_goal,-1.0
NYG,58.0,1885.0,2,1.0,10,pass,1.0
NYG,58.0,1882.0,2,2.0,10,pass,1.0
NYG,44.0,1873.0,2,1.0,10,pass,1.0
NO,41.0,1862.0,2,1.0,10,pass,-1.0
NO,37.0,1843.0,2,2.0,6,pass,-1.0
NO,32.0,1825.0,2,3.0,1,run,-1.0
NO,21.0,1819.0,2,1.0,10,pass,-1.0
NO,21.0,1815.0,2,2.0,10,pass,-1.0
,,1811.0,2,,0,no_play,
,,1811.0,2,,0,no_play,
NO,10.0,1811.0,2,1.0,10,pass,-1.0
,,1806.0,2,,0,no_play,
NO,11.0,1806.0,2,2.0,11,pass,-1.0
NO,11.0,1803.0,2,3.0,11,field_goal,-1.0
,,1800.0,2,,0,,
NYG,35.0,1800.0,3,,0,kickoff,-2.0
NYG,64.0,1795.0,3,1.0,10,pass,-2.0
NYG,66.0,1753.0,3,2.0,12,pass,-2.0
NYG,60.0,1710.0,3,3.0,6,pass,-2.0
NYG,55.0,1665.0,3,4.0,1,run,-2.0
NYG,53.0,1627.0,3,1.0,10,run,-2.0
NYG,46.0,1593.0,3,2.0,3,run,-2.0
NYG,43.0,1561.0,3,1.0,10,pass,-2.0
NO,54.0,1552.0,3,1.0,10,pass,2.0
,,1547.0,3,,0,no_play,
NO,59.0,1547.0,3,2.0,15,pass,2.0
NO,51.0,1504.0,3,3.0,7,pass,2.0
NO,34.0,1480.0,3,1.0,10,run,2.0
NO,26.0,1442.0,3,2.0,2,run,2.0
NO,26.0,1407.0,3,3.0,2,pass,2.0
NO,7.0,1371.0,3,1.0,7,no_play,2.0
NO,12.0,1351.0,3,1.0,12,run,2.0
NO,9.0,1327.0,3,2.0,9,pass,2.0
NO,9.0,1323.0,3,3.0,9,pass,2.0
NO,9.0,1317.0,3,4.0,9,field_goal,2.0
NYG,35.0,1315.0,3,,0,kickoff,-5.0
NYG,69.0,1309.0,3,1.0,10,run,-5.0
NYG,61.0,1285.0,3,2.0,2,run,-5.0
NYG,58.0,1250.0,3,1.0,10,run,-5.0
NYG,57.0,1206.0,3,2.0,9,run,-5.0
NYG,55.0,1170.0,3,3.0,7,pass,-5.0
NYG,43.0,1130.0,3,1.0,10,run,-5.0
NYG,41.0,1094.0,3,2.0,8,run,-5.0
NYG,36.0,1051.0,3,3.0,3,run,-5.0
NYG,26.0,1013.0,3,1.0,10,run,-5.0
NYG,22.0,974.0,3,2.0,6,pass,-5.0
NYG,15.0,938.0,3,1.0,10,pass,-5.0
NYG,,900.0,3,,0,,-5.0
NYG,12.0,900.0,4,2.0,7,run,-5.0
NO,15.0,887.0,4,,0,extra_point,11.0
NYG,35.0,887.0,4,,0,kickoff,-12.0
NYG,53.0,880.0,4,1.0,10,pass,-12.0
NYG,50.0,851.0,4,2.0,7,run,-12.0
NYG,47.0,808.0,4,3.0,4,run,-12.0
NYG,44.0,770.0,4,4.0,1,run,-12.0
NYG,42.0,729.0,4,1.0,10,no_play,-12.0
NYG,47.0,729.0,4,1.0,15,pass,-12.0
NYG,42.0,690.0,4,2.0,10,pass,-12.0
NYG,50.0,663.0,4,2.0,18,pass,-12.0
NYG,50.0,656.0,4,3.0,18,pass,-12.0
NYG,38.0,606.0,4,4.0,6,pass,-12.0
NO,95.0,597.0,4,1.0,10,run,12.0
NO,88.0,556.0,4,2.0,3,run,12.0
NO,77.0,514.0,4,1.0,10,run,12.0
NO,71.0,476.0,4,2.0,4,run,12.0
NO,68.0,440.0,4,3.0,1,run,12.0
NO,68.0,397.0,4,4.0,1,punt,12.0
NYG,64.0,390.0,4,1.0,10,pass,-12.0
NYG,64.0,384.0,4,2.0,10,pass,-12.0
NYG,57.0,358.0,4,3.0,3,pass,-12.0
NYG,57.0,353.0,4,4.0,3,run,-12.0
NYG,51.0,324.0,4,1.0,10,no_play,-12.0
NYG,61.0,318.0,4,1.0,20,pass,-12.0
NYG,61.0,311.0,4,2.0,20,pass,-12.0
NO,45.0,307.0,4,1.0,10,run,12.0
,,302.0,4,,0,no_play,
NO,46.0,302.0,4,2.0,11,run,12.0
,,298.0,4,,0,no_play,
NO,45.0,298.0,4,3.0,10,pass,12.0
,,252.0,4,,0,no_play,
NO,40.0,252.0,4,4.0,5,pass,12.0
,,246.0,4,,0,no_play,
NO,32.0,246.0,4,1.0,10,run,12.0
NO,30.0,204.0,4,2.0,8,run,12.0
NO,29.0,159.0,4,3.0,7,run,12.0
NO,28.0,120.0,4,4.0,6,field_goal,12.0
NYG,64.0,116.0,4,1.0,10,no_play,-12.0
NYG,49.0,112.0,4,1.0,10,pass,-12.0
NYG,48.0,85.0,4,2.0,9,pass,-12.0
NYG,33.0,80.0,4,1.0,10,pass,-12.0
NYG,18.0,62.0,4,1.0,10,qb_spike,-12.0
NYG,18.0,61.0,4,2.0,10,pass,-12.0
NYG,17.0,54.0,4,3.0,9,pass,-12.0
,,49.0,4,,0,no_play,
NYG,17.0,49.0,4,4.0,9,no_play,-12.0
NYG,22.0,49.0,4,4.0,14,no_play,-12.0
NYG,17.0,49.0,4,4.0,9,pass,-12.0
NO,83.0,40.0,4,1.0,10,qb_kneel,12.0
NO,,0.0,4,,0,,12.0
,,3600.0,1,,0,,
SF,35.0,3600.0,1,,0,kickoff,0.0
SF,72.0,3595.0,1,1.0,10,run,0.0
SF,68.0,3564.0,1,2.0,6,pass,0.0
SF,53.0,3523.0,1,1.0,10,no_play,0.0
SF,58.0,3510.0,1,1.0,15,pass,0.0
SF,43.0,3470.0,1,1.0,10,no_play,0.0
SF,53.0,3465.0,1,1.0,20,pass,0.0
SF,18.0,3422.0,1,1.0,10,run,0.0
SF,15.0,3390.0,1,2.0,7,pass,0.0
SF,9.0,3351.0,1,3.0,1,run,0.0
SF,6.0,3312.0,1,1.0,6,pass,0.0
SF,15.0,3309.0,1,,0,extra_point,6.0
LA,35.0,3309.0,1,,0,kickoff,-7.0
LA,67.0,3304.0,1,1.0,10,run,-7.0
LA,63.0,3274.0,1,2.0,6,pass,-7.0
LA,58.0,3239.0,1,3.0,1,run,-7.0
LA,56.0,3204.0,1,1.0,10,pass,-7.0
LA,56.0,3199.0,1,2.0,10,pass,-7.0
LA,67.0,3163.0,1,3.0,21,run,-7.0
LA,60.0,3131.0,1,4.0,14,punt,-7.0
SF,91.0,3119.0,1,1.0,10,run,7.0
SF,87.0,3090.0,1,2.0,6,pass,7.0
SF,59.0,3070.0,1,1.0,10,run,7.0
SF,54.0,3039.0,1,2.0,5,run,7.0
SF,55.0,3002.0,1,3.0,6,pass,7.0
SF,50.0,2959.0,1,4.0,1,run,7.0
SF,48.0,2915.0,1,1.0,10,pass,7.0
SF,39.0,2875.0,1,2.0,1,run,7.0
SF,39.0,2836.0,1,3.0,1,pass,7.0
,,2831.0,1,,0,no_play,
SF,39.0,2831.0,1,4.0,1,run,7.0
SF,38.0,2794.0,1,1.0,10,pass,7.0
SF,30.0,2752.0,1,2.0,2,run,7.0
SF,25.0,2715.0,1,1.0,10,pass,7.0
SF,25.0,2709.0,1,2.0,10,run,7.0
SF,,2700.0,1,,0,,7.0
SF,24.0,2700.0,2,3.0,9,pass,7.0
SF,6.0,2669.0,2,1.0,6,run,7.0
SF,1.0,2627.0,2,2.0,1,pass,7.0
SF,15.0,2624.0,2,,0,extra_point,13.0
LA,35.0,2624.0,2,,0,kickoff,-14.0
LA,69.0,2616.0,2,1.0,10,pass,-14.0
LA,64.0,2577.0,2,2.0,5,pass,-14.0
LA,64.0,2571.0,2,3.0,5,pass,-14.0
LA,50.0,2533.0,2,1.0,10,run,-14.0
LA,48.0,2491.0,2,2.0,8,run,-14.0
LA,42.0,2447.0,2,3.0,2,run,-14.0
LA,41.0,2411.0,2,4.0,1,run,-14.0
LA,37.0,2374.0,2,1.0,10,run,-14.0
LA,24.0,2336.0,2,1.0,10,run,-14.0
SF,70.0,2331.0,2,1.0,10,run,14.0
SF,69.0,2294.0,2,2.0,9,pass,14.0
SF,53.0,2258.0,2,1.0,10,run,14.0
SF,51.0,2220.0,2,2.0,8,run,14.0
SF,48.0,2181.0,2,3.0,5,pass,14.0
SF,48.0,2178.0,2,4.0,5,punt,14.0
LA,85.0,2171.0,2,1.0,10,no_play,-14.0
LA,90.0,2171.0,2,1.0,15,pass,-14.0
LA,90.0,2167.0,2,2.0,15,pass,-14.0
LA,79.0,2131.0,2,3.0,4,no_play,-14.0
LA,74.0,2114.0,2,1.0,10,pass,-14.0
LA,74.0,2108.0,2,2.0,10,pass,-14.0
LA,68.0,2067.0,2,3.0,4,pass,-14.0
LA,47.0,2024.0,2,1.0,10,pass,-14.0
LA,25.0,1982.0,2,1.0,10,pass,-14.0
LA,14.0,1935.0,2,1.0,10,pass,-14.0
LA,15.0,1929.0,2,,0,extra_point,-8.0
SF,35.0,1929.0,2,,0,kickoff,7.0
SF,67.0,1924.0,2,1.0,10,pass,7.0
SF,67.0,1920.0,2,2.0,10,pass,7.0
SF,54.0,1880.0,2,1.0,10,pass,7.0
,,1876.0,2,,0,no_play,
SF,54.0,1876.0,2,2.0,10,run,7.0
,,1871.0,2,,0,no_play,
SF,54.0,1871.0,2,3.0,10,pass,7.0
SF,43.0,1849.0,2,1.0,10,pass,7.0
SF,35.0,1830.0,2,2.0,2,pass,7.0
SF,35.0,1826.0,2,3.0,2,run,7.0
SF,27.0,1814.0,2,1.0,10,qb_spike,7.0
SF,27.0,1813.0,2,2.0,10,pass,7.0
,,1809.0,2,,0,no_play,
SF,27.0,1809.0,2,3.0,10,run,7.0
,,1802.0,2,,0,no_play,
SF,19.0,1802.0,2,4.0,2,field_goal,7.0
,,1800.0,2,,0,,
LA,35.0,1800.0,3,,0,kickoff,-10.0
LA,63.0,1794.0,3,1.0,10,pass,-10.0
LA,59.0,1763.0,3,2.0,6,pass,-10.0
LA,39.0,1738.0,3,1.0,10,no_play,-10.0
LA,39.0,1720.0,3,1.0,10,run,-10.0
LA,35.0,1679.0,3,2.0,6,pass,-10.0
LA,35.0,1675.0,3,3.0,6,pass,-10.0
LA,35.0,1671.0,3,4.0,6,field_goal,-10.0
SF,57.0,1666.0,3,1.0,10,run,10.0
SF,55.0,1629.0,3,2.0,8,pass,10.0
SF,55.0,1624.0,3,3.0,8,no_play,10.0
SF,49.0,1620.0,3,1.0,10,pass,10.0
SF,30.0,1581.0,3,1.0,10,run,10.0
SF,28.0,1540.0,3,2.0,8,run,10.0
SF,23.0,1499.0,3,3.0,3,pass,10.0
SF,13.0,1458.0,3,1.0,10,run,10.0
SF,9.0,1419.0,3,2.0,6,pass,10.0
SF,3.0,1378.0,3,1.0,3,run,10.0
SF,1.0,1340.0,3,2.0,1,run,10.0
,,1299.0,3,,0,no_play,
SF,2.0,1299.0,3,3.0,2,pass,10.0
SF,2.0,1296.0,3,4.0,2,field_goal,10.0
LA,35.0,1293.0,3,,0,kickoff,-13.0
LA,69.0,1287.0,3,1.0,10,pass,-13.0
LA,69.0,1280.0,3,2.0,10,pass,-13.0
LA,35.0,1253.0,3,1.0,10,pass,-13.0
LA,19.0,1211.0,3,1.0,10,pass,-13.0
LA,19.0,1205.0,3,2.0,10,pass,-13.0
LA,8.0,1168.0,3,1.0,8,run,-13.0
LA,1.0,1128.0,3,2.0,1,pass,-13.0
LA,15.0,1125.0,3,,0,extra_point,-7.0
SF,35.0,1125.0,3,,0,kickoff,6.0
SF,73.0,1120.0,3,1.0,10,no_play,6.0
SF,78.0,1120.0,3,1.0,15,pass,6.0
SF,72.0,1079.0,3,2.0,9,pass,6.0
SF,64.0,1047.0,3,3.0,1,run,6.0
SF,64.0,1006.0,3,4.0,1,run,6.0
,,960.0,3,,0,no_play,
SF,62.0,960.0,3,1.0,10,run,6.0
SF,58.0,924.0,3,2.0,6,pass,6.0
SF,,900.0,3,,0,,6.0
SF,53.0,900.0,4,3.0,1,run,6.0
SF,56.0,855.0,4,4.0,4,punt,6.0
LA,88.0,843.0,4,1.0,10,pass,-6.0
LA,79.0,816.0,4,2.0,1,pass,-6.0
LA,75.0,788.0,4,1.0,10,pass,-6.0
LA,75.0,784.0,4,2.0,10,pass,-6.0
LA,66.0,747.0,4,3.0,1,run,-6.0
LA,63.0,721.0,4,1.0,10,no_play,-6.0
LA,58.0,717.0,4,1.0,10,pass,-6.0
LA,32.0,691.0,4,1.0,10,pass,-6.0
LA,8.0,649.0,4,1.0,8,pass,-6.0
LA,8.0,643.0,4,2.0,8,pass,-6.0
LA,15.0,639.0,4,,0,extra_point,0.0
SF,35.0,639.0,4,,0,kickoff,0.0
SF,65.0,639.0,4,1.0,10,pass,0.0
SF,63.0,603.0,4,2.0,8,run,0.0
SF,63.0,564.0,4,3.0,8,pass,0.0
SF,63.0,559.0,4,4.0,8,punt,0.0
LA,70.0,551.0,4,1.0,10,pass,0.0
LA,70.0,546.0,4,2.0,10,pass,0.0
LA,61.0,502.0,4,3.0,1,pass,0.0
LA,61.0,498.0,4,4.0,1,punt,0.0
SF,98.0,484.0,4,1.0,10,pass,0.0
SF,98.0,479.0,4,2.0,10,pass,0.0
SF,89.0,436.0,4,3.0,1,pass,0.0
SF,71.0,392.0,4,1.0,10,pass,0.0
SF,67.0,354.0,4,2.0,6,run,0.0
SF,66.0,314.0,4,3.0,5,pass,0.0
SF,50.0,272.0,4,1.0,10,pass,0.0
SF,50.0,268.0,4,2.0,10,pass,0.0
SF,40.0,228.0,4,1.0,10,no_play,0.0
SF,45.0,224.0,4,1.0,15,pass,0.0
SF,45.0,219.0,4,2.0,15,pass,0.0
SF,41.0,181.0,4,3.0,11,pass,0.0
SF,41.0,177.0,4,4.0,11,field_goal,0.0
LA,35.0,172.0,4,,0,kickoff,-3.0
LA,65.0,172.0,4,1.0,10,pass,-3.0
LA,54.0,150.0,4,1.0,10,pass,-3.0
LA,36.0,121.0,4,1.0,10,no_play,-3.0
LA,31.0,116.0,4,1.0,10,run,-3.0
LA,11.0,73.0,4,1.0,10,run,-3.0
LA,3.0,67.0,4,1.0,3,run,-3.0
